user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable,sus_score,subj_efectividad,subj_eficiencia,subj_satisfaccion,subj_presencia
GrupoUnico_U001,GrupoUnico,5b3e4cab-254b-4a29-a2f3-d5eeaab16e7c,1.0,1.0,14069.0,1.0,0.549344827586207,0.0,0.0,0.7746724137931035,PathLine,,,,,
GrupoUnico_U001_2,GrupoUnico,e6711558-ba8b-4b1b-afd0-0c01cb9165a3,0.625,1.0,0.0,0.7980769230769232,1.0,0.0,0.0,0.8990384615384617,PathLine,,,,,
