user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,efectividad_weight,eficiencia_weight,satisfaccion_weight,presencia_weight,independent_variable,sus_score,presence_score,satisfaction_score
GrupoUnico_U001,GrupoUnico,30cc6156-f483-43e0-8f27-5ae077ed8661,0.375,1.0,121343.0,0.6634615384615385,0.0,0.0,0.0,0.16586538461538464,1,1,1,1,PathLine,,,
GrupoUnico_U001_2,GrupoUnico,5b0c8445-bc57-45cf-860e-7b593b2ed644,0.75,1.0,32456.000000000004,0.8653846153846155,0.0,0.0,0.0,0.21634615384615388,1,1,1,1,PathLine,,,
