user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable
GrupoUnico_U001_1,GrupoUnico,2aedf636-3401-4459-a6ea-39ba7d062689,1.0,1.0,11550.0,1.0,1.0,0.0,0.0,1.0,PathLine
GrupoUnico_U001_2,GrupoUnico,a2b2c341-c7ba-48ab-991a-0925b286fd6d,0.625,1.0,14152.0,0.8125,1.0,0.0,0.0,0.90625,PathLine
GrupoUnico_U001_3,GrupoUnico,22cfabac-859a-45aa-b1ba-d1197fd48ae0,1.0,1.0,13743.0,1.0,1.0,0.0,0.0,1.0,PathLine
GrupoUnico_U001_4,GrupoUnico,71a15117-a25f-43e0-9d05-9980c861cac4,0.7142857142857143,1.0,16474.0,0.8571428571428572,1.0,0.0,0.0,0.9285714285714286,PathLine
GrupoUnico_U001_5,GrupoUnico,4d0761d0-1013-4b2e-b3f5-5fa3427d74b9,1.0,1.0,12473.0,1.0,1.0,0.0,0.0,1.0,Audio
GrupoUnico_U001_6,GrupoUnico,c7539c00-e220-4c40-9b7a-2d4a720decd1,0.8333333333333334,1.0,19214.0,0.9166666666666667,1.0,0.0,0.0,0.9583333333333334,Audio
GrupoUnico_U002_1,GrupoUnico,08ac5b59-9399-4947-85d5-368cfb87e37b,0.75,1.0,13353.0,0.875,1.0,0.0,0.0,0.9375,Bot
GrupoUnico_U002_1,GrupoUnico,da9a1dea-1cd6-4608-b5b0-d670c7118d6b,1.0,1.0,11092.0,1.0,1.0,0.0,0.0,1.0,Bot
