user_id,group_id,session_id,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable,sus_score,presence_score,satisfaction_score
pruebacomponents_idLau,pruebacomponents,90e3c67b-92bb-46c2-8b39-40f7e6b74524,0.0,0.0,0.0,0.0,0.0,pruebacomponents,,,
