user_id,group_id,session_id,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable,sus_score,presence_score,satisfaction_score
pruebacomponents_idLau,pruebacomponents,5858fb16-a9b7-4ada-a1e6-de8883bde142,0.0,0.0,0.0,0.0,0.0,pruebacomponents,,,
