metric,value
efectividad.score,0.764423076923077
efectividad.hit_ratio,0.5625
efectividad.success_rate,1.0
eficiencia.score,0.0
eficiencia.avg_task_duration_ms,76899.5
satisfaccion.score,0.0
presencia.score,0.0
global_score,0.19110576923076925
