user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable,sus_score,presence_score,satisfaction_score
GrupoUnico_U001,GrupoUnico,41f51991-6855-4990-a0d1-c89dfe968e34,0.125,1.0,25022.0,0.528846153846154,0.17165517241379313,0.0,0.0,0.17512533156498677,PathLine,,,
GrupoUnico_U001_2,GrupoUnico,db67f4e7-caa0-4ad1-9017-03feb2dbddbb,0.2,0.0,0.0,0.1076923076923077,1.0,0.0,0.0,0.27692307692307694,PathLine,,,
