user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable
GrupoUnico_U001,GrupoUnico,027193a6-55a9-42af-8a51-cdec7de0669b,1.0,1.0,13046.0,1.0,0.5846206896551724,0.0,0.0,0.7923103448275862,PathLine
GrupoUnico_U001_2,GrupoUnico,242ce4f4-af9a-4768-80b7-4309916ae2c1,0.625,1.0,14693.0,0.7980769230769232,0.5278275862068966,0.0,0.0,0.66295225464191,PathLine
GrupoUnico_U002,GrupoUnico,36ab8070-380b-4284-b109-45c1505a3eaa,1.0,1.0,12639.0,1.0,0.5986551724137932,0.0,0.0,0.7993275862068966,Audio
GrupoUnico_U002_2,GrupoUnico,c0965c31-b5e4-4ad0-b056-96267e94e105,0.7142857142857143,1.0,15693.999999999998,0.8461538461538464,0.4933103448275863,0.0,0.0,0.6697320954907163,Audio
