metric,value
efectividad.score,0.0
efectividad.hit_ratio,0.0
efectividad.success_rate,0.0
eficiencia.score,1.0
eficiencia.avg_task_duration_ms,0.0
satisfaccion.score,0.0
presencia.score,0.0
global_score,0.25
