user_id,group_id,session_id,hit_ratio,success_rate,avg_task_duration_ms,efectividad_score,eficiencia_score,satisfaccion_score,presencia_score,global_score,independent_variable,sus_score,presence_score,satisfaction_score
GrupoUnico_U001,GrupoUnico,deca1c5d-19fb-4dbf-9a42-7fb728fc3f5b,1.0,1.0,28626.0,1.0,0.04737931034482756,0.0,0.0,0.26184482758620686,PathLine,,,
GrupoUnico_U001_2,GrupoUnico,82fcc295-37c5-4957-aa09-4cc50d17d145,0.0,1.0,44296.0,0.46153846153846156,0.0,0.0,0.0,0.11538461538461539,PathLine,,,
