metric,value
efectividad.score,0.6657824933687003
efectividad.hit_ratio,0.3793103448275862
efectividad.success_rate,1.0
eficiencia.score,0.0036637931034482207
eficiencia.avg_task_duration_ms,29893.75
satisfaccion.score,0.0
presencia.score,0.0
global_score,0.16736157161803714
